date,store_id,product_id,category,quantity,price,total,promotion
2024-05-02,Store_9,P_19,Footwear,2,33.83,67.66,0
2024-05-02,Store_8,P_19,Tops,1,35.44,35.44,0
2024-05-02,Store_3,P_21,Outerwear,4,12.58,50.32,0
2024-05-02,Store_2,P_3,Outerwear,3,31.43,94.29,0
2024-05-03,Store_1,P_32,Outerwear,3,40.02,120.06,0
2024-05-03,Store_1,P_41,Accessories,3,8.41,25.23,0
2024-05-03,Store_9,P_16,Tops,2,28.3,56.6,1
2024-05-03,Store_10,P_45,Footwear,4,42.03,168.12,0
2024-05-03,Store_2,P_45,Accessories,3,4.2,12.6,0
2024-05-03,Store_10,P_28,Outerwear,2,40.43,80.86,0
2024-05-03,Store_6,P_31,Outerwear,3,21.49,64.47,0
2024-05-03,Store_5,P_4,Outerwear,1,23.68,23.68,0
2024-05-04,Store_9,P_50,Footwear,2,15.35,30.7,0
2024-05-04,Store_2,P_8,Outerwear,3,20.17,60.51,0
2024-05-04,Store_1,P_4,Outerwear,2,21.55,43.1,0
2024-05-04,Store_9,P_12,Tops,1,21.53,21.53,0
2024-05-04,Store_1,P_29,Outerwear,1,22.87,22.87,0
2024-05-04,Store_1,P_1,Outerwear,2,32.56,65.12,0
2024-05-04,Store_7,P_16,Outerwear,2,28.38,56.76,0
2024-05-04,Store_2,P_46,Tops,1,31.76,31.76,0
2024-05-05,Store_8,P_43,Tops,6,22.05,132.3,0
2024-05-05,Store_4,P_36,Bottoms,2,21.87,43.74,0
2024-05-05,Store_8,P_46,Outerwear,2,30.28,60.56,0
2024-05-05,Store_5,P_4,Bottoms,3,14.25,42.75,0
2024-05-05,Store_2,P_37,Outerwear,1,19.88,19.88,0
2024-05-05,Store_2,P_32,Outerwear,4,15.66,62.64,0
2024-05-05,Store_5,P_13,Bottoms,1,34.46,34.46,0
2024-05-05,Store_9,P_32,Footwear,2,28.93,57.86,1
2024-05-06,Store_1,P_19,Accessories,3,2.59,7.77,0
2024-05-06,Store_4,P_43,Accessories,6,15.9,95.4,0
2024-05-06,Store_7,P_50,Bottoms,2,22.24,44.48,0
2024-05-06,Store_3,P_48,Footwear,3,26.82,80.46,0
2024-05-06,Store_8,P_33,Accessories,2,21.47,42.94,0
2024-05-06,Store_3,P_18,Footwear,3,43.39,130.17,0
2024-05-06,Store_3,P_7,Outerwear,2,40.37,80.74,0
2024-05-06,Store_5,P_45,Outerwear,2,21.14,42.28,0
2024-05-07,Store_6,P_35,Tops,2,24.21,48.42,0
2024-05-07,Store_7,P_18,Tops,2,28.44,56.88,0
2024-05-07,Store_3,P_6,Accessories,1,3.51,3.51,0
2024-05-07,Store_7,P_44,Bottoms,2,29.64,59.28,1
2024-05-07,Store_3,P_39,Bottoms,1,32.56,32.56,0
2024-05-07,Store_9,P_44,Tops,3,43.23,129.69,0
2024-05-07,Store_7,P_37,Accessories,3,6.09,18.27,1
2024-05-07,Store_5,P_13,Accessories,4,21.54,86.16,0
2024-05-08,Store_6,P_20,Footwear,2,32.41,64.82,0
2024-05-08,Store_10,P_16,Outerwear,3,31.4,94.2,0
2024-05-08,Store_7,P_41,Accessories,3,17.54,52.62,0
2024-05-08,Store_8,P_48,Accessories,3,16.66,49.98,0
2024-05-08,Store_5,P_4,Bottoms,6,29.0,174.0,0
2024-05-08,Store_9,P_41,Accessories,3,7.45,22.35,0
2024-05-08,Store_2,P_20,Tops,1,32.38,32.38,0
2024-05-08,Store_3,P_14,Accessories,2,24.97,49.94,0
2024-05-09,Store_10,P_43,Outerwear,1,29.3,29.3,0
2024-05-09,Store_9,P_15,Outerwear,4,34.39,137.56,0
2024-05-09,Store_4,P_5,Accessories,1,18.02,18.02,0
2024-05-09,Store_2,P_24,Accessories,2,2.5,5.0,0
2024-05-09,Store_2,P_4,Accessories,5,22.0,110.0,0
2024-05-09,Store_4,P_14,Bottoms,2,19.34,38.68,0
2024-05-09,Store_10,P_18,Footwear,3,39.32,117.96,0
2024-05-09,Store_7,P_14,Tops,2,29.3,58.6,0
2024-05-10,Store_10,P_38,Tops,2,20.33,40.66,0
2024-05-10,Store_7,P_16,Footwear,3,27.99,83.97,0
2024-05-10,Store_7,P_42,Accessories,1,17.04,17.04,0
2024-05-10,Store_8,P_11,Bottoms,4,14.99,59.96,1
2024-05-10,Store_5,P_10,Tops,2,27.06,54.12,0
2024-05-10,Store_9,P_50,Bottoms,3,24.36,73.08,0
2024-05-10,Store_9,P_13,Accessories,6,16.54,99.24,0
2024-05-10,Store_10,P_36,Bottoms,3,21.6,64.8,0
2024-05-11,Store_9,P_22,Tops,2,25.82,51.64,0
2024-05-11,Store_2,P_39,Bottoms,3,34.06,102.18,0
2024-05-11,Store_1,P_17,Accessories,2,-4.52,1.0,0
2024-05-11,Store_5,P_15,Accessories,1,12.23,12.23,0
2024-05-11,Store_8,P_41,Bottoms,3,43.15,129.45,0
2024-05-11,Store_10,P_36,Outerwear,1,32.89,32.89,1
2024-05-11,Store_3,P_15,Bottoms,3,8.36,25.08,0
2024-05-11,Store_10,P_50,Outerwear,1,24.96,24.96,0
2024-05-12,Store_8,P_8,Footwear,2,42.6,85.2,0
2024-05-12,Store_2,P_3,Bottoms,2,30.23,60.46,0
2024-05-12,Store_6,P_21,Outerwear,1,29.37,29.37,0
2024-05-12,Store_9,P_38,Footwear,2,25.37,50.74,0
2024-05-12,Store_4,P_29,Outerwear,3,20.12,60.36,0
2024-05-12,Store_6,P_37,Accessories,2,3.02,6.04,0
2024-05-12,Store_4,P_37,Outerwear,6,24.17,145.02,0
2024-05-12,Store_3,P_11,Outerwear,2,47.19,94.38,0
2024-05-13,Store_6,P_17,Bottoms,2,36.99,73.98,0
2024-05-13,Store_4,P_32,Tops,2,29.76,59.52,0
2024-05-13,Store_9,P_28,Outerwear,4,40.96,163.84,0
2024-05-13,Store_6,P_30,Tops,4,16.94,67.76,0
2024-05-13,Store_2,P_27,Accessories,4,14.0,56.0,0
2024-05-13,Store_9,P_39,Tops,2,36.47,72.94,0
2024-05-13,Store_4,P_29,Tops,3,34.58,103.74,0
2024-05-13,Store_2,P_41,Bottoms,2,24.36,48.72,0
2024-05-14,Store_8,P_15,Bottoms,2,26.89,53.78,0
2024-05-14,Store_3,P_18,Accessories,3,9.56,28.68,0
2024-05-14,Store_8,P_4,Outerwear,1,40.49,40.49,0
2024-05-14,Store_7,P_42,Footwear,1,28.21,28.21,0
2024-05-14,Store_1,P_13,Footwear,4,31.34,125.36,0
2024-05-14,Store_4,P_30,Tops,3,33.34,100.02,0
2024-05-14,Store_4,P_48,Footwear,3,35.19,105.57,0
2024-05-14,Store_9,P_47,Footwear,2,36.49,72.98,0
2024-05-15,Store_7,P_35,Accessories,5,9.65,48.25,0
2024-05-15,Store_8,P_27,Accessories,1,22.85,22.85,1
2024-05-15,Store_10,P_6,Accessories,1,21.17,21.17,0
2024-05-15,Store_4,P_2,Outerwear,3,23.78,71.34,0
2024-05-15,Store_6,P_40,Accessories,1,10.06,10.06,0
2024-05-15,Store_9,P_18,Outerwear,2,14.88,29.76,0
2024-05-15,Store_9,P_25,Bottoms,3,43.47,130.41,0
2024-05-15,Store_8,P_11,Accessories,3,20.0,60.0,0
2024-05-16,Store_5,P_12,Tops,3,31.23,93.69,0
2024-05-16,Store_10,P_3,Tops,4,29.66,118.64,0
2024-05-16,Store_1,P_21,Bottoms,3,33.11,99.33,0
2024-05-16,Store_5,P_28,Tops,1,29.24,29.24,0
2024-05-16,Store_8,P_39,Bottoms,2,12.41,24.82,0
2024-05-16,Store_8,P_19,Tops,1,40.56,40.56,0
2024-05-16,Store_10,P_8,Footwear,2,30.1,60.2,0
2024-05-16,Store_3,P_6,Bottoms,3,33.84,101.52,0
2024-05-17,Store_10,P_13,Accessories,1,19.89,19.89,0
2024-05-17,Store_4,P_12,Tops,2,24.3,48.6,0
2024-05-17,Store_7,P_11,Bottoms,4,44.51,178.04,1
2024-05-17,Store_1,P_29,Tops,1,27.26,27.26,0
2024-05-17,Store_8,P_9,Outerwear,2,29.22,58.44,0
2024-05-17,Store_9,P_7,Footwear,2,21.14,42.28,0
2024-05-17,Store_9,P_45,Tops,1,33.17,33.17,0
2024-05-17,Store_10,P_38,Bottoms,3,32.11,96.33,0
2024-05-18,Store_5,P_21,Bottoms,3,5.94,17.82,0
2024-05-18,Store_1,P_30,Accessories,2,16.57,33.14,0
2024-05-18,Store_10,P_37,Accessories,2,12.88,25.76,0
2024-05-18,Store_8,P_44,Outerwear,1,24.99,24.99,0
2024-05-18,Store_2,P_46,Accessories,2,7.35,14.7,0
2024-05-18,Store_4,P_13,Footwear,4,27.94,111.76,0
2024-05-18,Store_3,P_18,Tops,1,30.36,30.36,0
2024-05-18,Store_7,P_7,Tops,2,34.47,68.94,0
2024-05-19,Store_3,P_47,Bottoms,3,45.91,137.73,0
2024-05-19,Store_5,P_42,Bottoms,1,48.24,48.24,1
2024-05-19,Store_1,P_10,Tops,4,44.95,179.8,0
2024-05-19,Store_2,P_24,Footwear,4,33.36,133.44,0
2024-05-19,Store_6,P_31,Outerwear,2,41.48,82.96,0
2024-05-19,Store_3,P_4,Bottoms,3,27.22,81.66,0
2024-05-19,Store_1,P_12,Accessories,2,-1.74,1.0,0
2024-05-19,Store_5,P_42,Bottoms,3,30.26,90.78,1
2024-05-20,Store_6,P_37,Tops,3,38.46,115.38,0
2024-05-20,Store_10,P_8,Bottoms,3,31.59,94.77,0
2024-05-20,Store_8,P_23,Tops,3,24.0,72.0,0
2024-05-20,Store_4,P_21,Tops,3,20.03,60.09,0
2024-05-20,Store_9,P_41,Footwear,2,28.94,57.88,0
2024-05-20,Store_7,P_19,Accessories,2,7.81,15.62,0
2024-05-20,Store_5,P_22,Tops,1,19.43,19.43,0
2024-05-20,Store_5,P_23,Accessories,3,-4.99,1.0,0
2024-05-21,Store_3,P_43,Outerwear,2,26.34,52.68,0
2024-05-21,Store_5,P_36,Bottoms,2,31.49,62.98,0
2024-05-21,Store_2,P_10,Footwear,1,28.89,28.89,0
2024-05-21,Store_4,P_12,Accessories,1,21.64,21.64,1
2024-05-21,Store_3,P_20,Bottoms,1,25.47,25.47,0
2024-05-21,Store_8,P_35,Tops,2,21.04,42.08,0
2024-05-21,Store_1,P_16,Outerwear,2,43.2,86.4,0
2024-05-21,Store_5,P_46,Bottoms,2,24.25,48.5,1
2024-05-22,Store_9,P_19,Outerwear,3,28.42,85.26,0
2024-05-22,Store_5,P_29,Footwear,5,26.28,131.4,0
2024-05-22,Store_9,P_20,Outerwear,2,16.23,32.46,0
2024-05-22,Store_3,P_33,Bottoms,3,22.67,68.01,0
2024-05-22,Store_2,P_35,Outerwear,4,35.45,141.8,0
2024-05-22,Store_3,P_39,Accessories,2,2.77,5.54,0
2024-05-22,Store_1,P_33,Bottoms,2,13.49,26.98,0
2024-05-22,Store_9,P_37,Footwear,4,27.46,109.84,0
2024-05-23,Store_5,P_25,Footwear,2,22.48,44.96,0
2024-05-23,Store_4,P_30,Footwear,2,25.51,51.02,0
2024-05-23,Store_8,P_10,Footwear,1,25.18,25.18,0
2024-05-23,Store_2,P_13,Footwear,3,32.54,97.62,0
2024-05-23,Store_2,P_13,Outerwear,4,25.79,103.16,0
2024-05-23,Store_2,P_36,Outerwear,1,30.26,30.26,0
2024-05-23,Store_5,P_32,Footwear,2,33.23,66.46,0
2024-05-23,Store_10,P_49,Footwear,1,23.83,23.83,0
2024-05-24,Store_1,P_5,Tops,1,30.63,30.63,0
2024-05-24,Store_4,P_6,Tops,1,38.43,38.43,0
2024-05-24,Store_1,P_31,Tops,4,25.14,100.56,0
2024-05-24,Store_1,P_9,Tops,3,26.77,80.31,0
2024-05-24,Store_9,P_16,Footwear,2,22.78,45.56,0
2024-05-24,Store_1,P_12,Accessories,3,19.58,58.74,0
2024-05-24,Store_5,P_9,Tops,2,38.64,77.28,0
2024-05-24,Store_10,P_36,Tops,3,37.54,112.62,0
2024-05-25,Store_3,P_47,Bottoms,3,29.0,87.0,0
2024-05-25,Store_3,P_4,Outerwear,3,36.78,110.34,0
2024-05-25,Store_8,P_38,Accessories,1,3.53,3.53,1
2024-05-25,Store_10,P_9,Accessories,2,-7.98,1.0,0
2024-05-25,Store_2,P_45,Bottoms,1,29.45,29.45,0
2024-05-25,Store_6,P_21,Footwear,3,31.84,95.52,0
2024-05-25,Store_8,P_17,Tops,2,32.8,65.6,0
2024-05-25,Store_2,P_9,Bottoms,4,23.25,93.0,0
2024-05-26,Store_2,P_3,Bottoms,1,37.97,37.97,0
2024-05-26,Store_5,P_34,Bottoms,4,34.23,136.92,0
2024-05-26,Store_5,P_5,Footwear,1,34.42,34.42,0
2024-05-26,Store_9,P_27,Bottoms,3,35.44,106.32,0
2024-05-26,Store_2,P_18,Bottoms,1,33.85,33.85,0
2024-05-26,Store_2,P_20,Footwear,1,41.97,41.97,0
2024-05-26,Store_2,P_9,Footwear,1,39.2,39.2,0
2024-05-26,Store_8,P_15,Tops,1,32.37,32.37,0
2024-05-27,Store_9,P_27,Bottoms,3,17.59,52.77,0
2024-05-27,Store_8,P_29,Tops,4,35.3,141.2,0
2024-05-27,Store_8,P_13,Accessories,1,5.05,5.05,0
2024-05-27,Store_3,P_25,Outerwear,5,27.26,136.3,0
2024-05-27,Store_1,P_12,Tops,5,35.1,175.5,0
2024-05-27,Store_5,P_31,Accessories,2,15.6,31.2,1
2024-05-27,Store_5,P_12,Accessories,1,2.44,2.44,0
2024-05-27,Store_1,P_17,Footwear,1,32.29,32.29,0
2024-05-28,Store_5,P_36,Accessories,3,15.37,46.11,0
2024-05-28,Store_5,P_31,Tops,2,25.38,50.76,0
2024-05-28,Store_2,P_1,Footwear,2,36.85,73.7,0
2024-05-28,Store_5,P_50,Accessories,2,25.42,50.84,0
2024-05-28,Store_5,P_46,Footwear,3,36.95,110.85,0
2024-05-28,Store_6,P_12,Footwear,3,14.35,43.05,0
2024-05-28,Store_2,P_29,Footwear,3,29.61,88.83,1
2024-05-28,Store_3,P_1,Accessories,2,15.91,31.82,0
2024-05-29,Store_2,P_25,Outerwear,2,40.87,81.74,0
2024-05-29,Store_10,P_39,Outerwear,1,27.17,27.17,0
2024-05-29,Store_1,P_27,Accessories,1,22.77,22.77,0
2024-05-29,Store_1,P_16,Outerwear,4,19.91,79.64,0
2024-05-29,Store_7,P_9,Bottoms,4,38.72,154.88,1
2024-05-29,Store_5,P_14,Accessories,3,21.6,64.8,0
2024-05-29,Store_2,P_35,Tops,1,31.02,31.02,0
2024-05-29,Store_2,P_32,Accessories,3,12.7,38.1,0
2024-05-30,Store_10,P_15,Footwear,4,32.96,131.84,0
2024-05-30,Store_4,P_36,Outerwear,1,34.67,34.67,0
2024-05-30,Store_2,P_15,Footwear,4,41.6,166.4,0
2024-05-30,Store_9,P_6,Accessories,2,0.59,1.18,0
2024-05-30,Store_4,P_31,Tops,3,36.33,108.99,1
2024-05-30,Store_4,P_12,Outerwear,1,25.43,25.43,0
2024-05-30,Store_1,P_22,Outerwear,6,25.95,155.7,0
2024-05-30,Store_1,P_4,Bottoms,2,23.21,46.42,0
2024-05-31,Store_4,P_37,Tops,1,20.58,20.58,0
2024-05-31,Store_10,P_44,Bottoms,4,44.56,178.24,0
2024-05-31,Store_4,P_10,Tops,1,35.8,35.8,0
2024-05-31,Store_6,P_16,Outerwear,4,31.09,124.36,0
2024-05-31,Store_1,P_15,Bottoms,3,34.37,103.11,1
2024-05-31,Store_3,P_31,Outerwear,3,12.63,37.89,0
2024-05-31,Store_1,P_13,Accessories,3,25.08,75.24,0
2024-05-31,Store_10,P_39,Tops,1,40.49,40.49,0
2024-06-01,Store_8,P_6,Accessories,1,9.24,9.24,0
2024-06-01,Store_3,P_41,Footwear,3,33.91,101.73,0
2024-06-01,Store_8,P_18,Footwear,5,30.45,152.25,0
2024-06-01,Store_1,P_15,Footwear,2,27.52,55.04,0
2024-06-01,Store_5,P_44,Outerwear,4,32.85,131.4,0
2024-06-01,Store_6,P_6,Outerwear,2,40.09,80.18,0
2024-06-01,Store_1,P_46,Bottoms,2,33.09,66.18,0
2024-06-01,Store_6,P_44,Footwear,2,36.7,73.4,0
2024-06-02,Store_1,P_15,Footwear,3,52.15,156.45,0
2024-06-02,Store_9,P_45,Tops,4,25.25,101.0,0
2024-06-02,Store_3,P_33,Outerwear,1,17.07,17.07,0
2024-06-02,Store_4,P_35,Accessories,3,10.16,30.48,0
2024-06-02,Store_4,P_6,Accessories,2,5.6,11.2,0
2024-06-02,Store_1,P_16,Footwear,3,28.02,84.06,0
2024-06-02,Store_9,P_29,Bottoms,4,23.15,92.6,1
2024-06-02,Store_8,P_45,Outerwear,2,30.28,60.56,0
2024-06-03,Store_9,P_45,Bottoms,1,19.94,19.94,0
2024-06-03,Store_4,P_22,Accessories,5,17.85,89.25,0
2024-06-03,Store_5,P_40,Bottoms,3,37.18,111.54,0
2024-06-03,Store_10,P_8,Footwear,2,39.04,78.08,0
2024-06-03,Store_1,P_25,Footwear,2,19.83,39.66,0
2024-06-03,Store_2,P_14,Accessories,3,2.02,6.06,0
2024-06-03,Store_8,P_48,Bottoms,3,18.03,54.09,0
2024-06-03,Store_5,P_20,Bottoms,5,37.68,188.4,0
2024-06-04,Store_5,P_50,Tops,4,25.13,100.52,0
2024-06-04,Store_5,P_50,Outerwear,4,34.74,138.96,0
2024-06-04,Store_1,P_38,Bottoms,3,30.3,90.9,1
2024-06-04,Store_4,P_12,Accessories,3,9.81,29.43,0
2024-06-04,Store_8,P_45,Accessories,3,12.28,36.84,0
2024-06-04,Store_6,P_38,Outerwear,2,45.97,91.94,0
2024-06-04,Store_7,P_14,Tops,1,32.33,32.33,0
2024-06-04,Store_7,P_38,Accessories,3,19.66,58.98,0
2024-06-05,Store_8,P_32,Tops,2,5.2,10.4,0
2024-06-05,Store_7,P_17,Footwear,1,31.03,31.03,0
2024-06-05,Store_9,P_15,Outerwear,2,38.83,77.66,0
2024-06-05,Store_7,P_48,Accessories,1,9.95,9.95,0
2024-06-05,Store_7,P_33,Outerwear,3,25.72,77.16,0
2024-06-05,Store_9,P_12,Tops,3,32.36,97.08,0
2024-06-05,Store_5,P_42,Bottoms,2,32.09,64.18,0
2024-06-05,Store_1,P_28,Accessories,2,20.19,40.38,0
2024-06-06,Store_7,P_11,Bottoms,2,40.89,81.78,1
2024-06-06,Store_4,P_38,Tops,4,30.21,120.84,0
2024-06-06,Store_10,P_37,Accessories,3,14.23,42.69,0
2024-06-06,Store_1,P_17,Bottoms,2,32.33,64.66,0
2024-06-06,Store_2,P_50,Tops,2,13.28,26.56,0
2024-06-06,Store_5,P_43,Outerwear,3,28.64,85.92,0
2024-06-06,Store_5,P_32,Tops,2,29.59,59.18,0
2024-06-06,Store_3,P_31,Outerwear,2,28.91,57.82,0
2024-06-07,Store_7,P_17,Bottoms,3,27.9,83.7,0
2024-06-07,Store_3,P_34,Footwear,1,17.23,17.23,0
2024-06-07,Store_5,P_41,Tops,1,41.42,41.42,0
2024-06-07,Store_4,P_41,Outerwear,2,26.64,53.28,0
2024-06-07,Store_10,P_13,Tops,1,27.16,27.16,0
2024-06-07,Store_2,P_35,Footwear,3,33.32,99.96,0
2024-06-07,Store_7,P_27,Footwear,1,29.77,29.77,0
2024-06-07,Store_6,P_16,Footwear,1,19.37,19.37,1
2024-06-08,Store_10,P_26,Bottoms,4,37.39,149.56,0
2024-06-08,Store_10,P_34,Tops,3,21.6,64.8,0
2024-06-08,Store_10,P_2,Tops,1,34.7,34.7,0
2024-06-08,Store_1,P_33,Bottoms,2,34.96,69.92,0
2024-06-08,Store_3,P_30,Bottoms,3,28.41,85.23,1
2024-06-08,Store_2,P_9,Outerwear,4,22.94,91.76,0
2024-06-08,Store_6,P_20,Outerwear,3,9.0,27.0,0
2024-06-08,Store_4,P_8,Accessories,4,32.39,129.56,0
2024-06-09,Store_9,P_35,Bottoms,1,24.58,24.58,0
2024-06-09,Store_4,P_43,Outerwear,1,33.32,33.32,0
2024-06-09,Store_10,P_11,Bottoms,2,29.39,58.78,0
2024-06-09,Store_1,P_40,Tops,2,16.52,33.04,0
2024-06-09,Store_6,P_48,Outerwear,1,25.73,25.73,0
2024-06-09,Store_4,P_41,Bottoms,3,31.21,93.63,0
2024-06-09,Store_9,P_30,Tops,1,36.95,36.95,0
2024-06-09,Store_8,P_48,Footwear,1,16.53,16.53,1
2024-06-10,Store_9,P_36,Outerwear,1,34.67,34.67,0
2024-06-10,Store_5,P_24,Outerwear,1,34.91,34.91,0
2024-06-10,Store_3,P_12,Footwear,6,35.06,210.36,0
2024-06-10,Store_8,P_24,Accessories,1,8.21,8.21,0
2024-06-10,Store_4,P_30,Accessories,4,3.9,15.6,0
2024-06-10,Store_9,P_10,Accessories,2,-1.5,1.0,0
2024-06-10,Store_7,P_28,Accessories,3,8.86,26.58,0
2024-06-10,Store_6,P_40,Outerwear,1,21.86,21.86,0
2024-06-11,Store_3,P_47,Tops,2,23.5,47.0,0
2024-06-11,Store_4,P_27,Bottoms,1,27.8,27.8,1
2024-06-11,Store_1,P_15,Accessories,3,12.9,38.7,0
2024-06-11,Store_6,P_33,Footwear,3,36.85,110.55,0
2024-06-11,Store_2,P_28,Accessories,4,25.31,101.24,0
2024-06-11,Store_10,P_1,Tops,2,32.44,64.88,0
2024-06-11,Store_8,P_6,Accessories,2,1.68,3.36,0
2024-06-11,Store_10,P_39,Outerwear,1,28.85,28.85,0
2024-06-12,Store_1,P_42,Bottoms,4,27.06,108.24,0
2024-06-12,Store_8,P_3,Accessories,1,9.8,9.8,1
2024-06-12,Store_4,P_48,Bottoms,4,37.86,151.44,0
2024-06-12,Store_8,P_23,Outerwear,2,18.8,37.6,0
2024-06-12,Store_5,P_41,Outerwear,3,38.19,114.57,0
2024-06-12,Store_10,P_12,Bottoms,5,26.77,133.85,0
2024-06-12,Store_2,P_40,Outerwear,4,27.45,109.8,1
2024-06-12,Store_6,P_18,Accessories,4,3.76,15.04,0
2024-06-13,Store_1,P_47,Accessories,3,6.18,18.54,0
2024-06-13,Store_4,P_33,Accessories,2,-10.64,1.0,0
2024-06-13,Store_7,P_22,Footwear,2,25.91,51.82,0
2024-06-13,Store_7,P_5,Outerwear,2,39.13,78.26,0
2024-06-13,Store_6,P_45,Bottoms,5,31.54,157.7,0
2024-06-13,Store_6,P_18,Bottoms,2,49.14,98.28,0
2024-06-13,Store_2,P_7,Outerwear,3,32.5,97.5,0
2024-06-13,Store_4,P_49,Footwear,2,44.26,88.52,0
2024-06-14,Store_1,P_3,Footwear,1,15.63,15.63,0
2024-06-14,Store_4,P_10,Footwear,4,27.36,109.44,0
2024-06-14,Store_3,P_40,Outerwear,3,25.56,76.68,0
2024-06-14,Store_2,P_49,Footwear,4,30.17,120.68,1
2024-06-14,Store_2,P_49,Footwear,2,17.25,34.5,0
2024-06-14,Store_8,P_37,Outerwear,3,28.32,84.96,0
2024-06-14,Store_3,P_14,Footwear,4,35.85,143.4,1
2024-06-14,Store_3,P_3,Accessories,4,16.31,65.24,0
2024-06-15,Store_5,P_48,Tops,3,23.01,69.03,0
2024-06-15,Store_9,P_46,Bottoms,1,37.7,37.7,0
2024-06-15,Store_9,P_20,Tops,4,13.4,53.6,0
2024-06-15,Store_7,P_9,Outerwear,4,29.82,119.28,0
2024-06-15,Store_8,P_5,Outerwear,1,27.39,27.39,0
2024-06-15,Store_7,P_31,Bottoms,3,35.92,107.76,0
2024-06-15,Store_5,P_18,Accessories,3,-3.22,1.0,0
2024-06-15,Store_5,P_23,Outerwear,4,20.0,80.0,0
2024-06-16,Store_4,P_10,Outerwear,2,23.82,47.64,0
2024-06-16,Store_9,P_50,Accessories,6,19.12,114.72,0
2024-06-16,Store_7,P_30,Footwear,1,30.68,30.68,0
2024-06-16,Store_5,P_36,Accessories,1,3.45,3.45,0
2024-06-16,Store_10,P_50,Outerwear,1,37.65,37.65,1
2024-06-16,Store_8,P_44,Bottoms,2,48.6,97.2,0
2024-06-16,Store_4,P_30,Outerwear,4,18.86,75.44,0
2024-06-16,Store_8,P_32,Tops,2,43.63,87.26,0
2024-06-17,Store_9,P_28,Bottoms,3,30.46,91.38,0
2024-06-17,Store_8,P_49,Bottoms,7,24.63,172.41,1
2024-06-17,Store_10,P_50,Footwear,2,21.41,42.82,0
2024-06-17,Store_6,P_2,Tops,3,30.65,91.95,0
2024-06-17,Store_9,P_6,Tops,3,43.39,130.17,0
2024-06-17,Store_1,P_23,Outerwear,2,25.28,50.56,0
2024-06-17,Store_4,P_43,Bottoms,2,27.94,55.88,0
2024-06-17,Store_2,P_12,Accessories,2,11.44,22.88,0
2024-06-18,Store_4,P_5,Outerwear,2,31.2,62.4,0
2024-06-18,Store_8,P_10,Outerwear,2,30.78,61.56,0
2024-06-18,Store_7,P_50,Tops,4,33.84,135.36,1
2024-06-18,Store_2,P_43,Accessories,1,17.83,17.83,0
2024-06-18,Store_2,P_1,Accessories,1,7.41,7.41,0
2024-06-18,Store_9,P_37,Footwear,2,34.29,68.58,0
2024-06-18,Store_5,P_7,Tops,3,36.38,109.14,0
2024-06-18,Store_7,P_47,Outerwear,3,20.59,61.77,0
2024-06-19,Store_7,P_24,Tops,3,30.96,92.88,0
2024-06-19,Store_8,P_24,Footwear,1,23.3,23.3,0
2024-06-19,Store_5,P_11,Bottoms,2,29.26,58.52,0
2024-06-19,Store_9,P_35,Outerwear,3,30.13,90.39,0
2024-06-19,Store_2,P_47,Tops,3,32.48,97.44,0
2024-06-19,Store_10,P_8,Accessories,3,1.81,5.43,0
2024-06-19,Store_9,P_34,Tops,3,31.75,95.25,1
2024-06-19,Store_10,P_25,Bottoms,2,26.43,52.86,0
2024-06-20,Store_8,P_8,Outerwear,4,22.66,90.64,0
2024-06-20,Store_8,P_29,Accessories,1,25.85,25.85,0
2024-06-20,Store_1,P_21,Accessories,3,20.24,60.72,0
2024-06-20,Store_9,P_8,Tops,2,27.3,54.6,0
2024-06-20,Store_3,P_50,Bottoms,4,39.28,157.12,0
2024-06-20,Store_3,P_23,Bottoms,1,25.95,25.95,0
2024-06-20,Store_6,P_8,Footwear,3,32.88,98.64,0
2024-06-20,Store_6,P_41,Outerwear,1,34.03,34.03,0
2024-06-21,Store_6,P_12,Outerwear,2,30.25,60.5,0
2024-06-21,Store_9,P_19,Accessories,1,-6.64,1.0,0
2024-06-21,Store_1,P_21,Accessories,3,15.55,46.65,0
2024-06-21,Store_9,P_10,Tops,3,26.21,78.63,0
2024-06-21,Store_1,P_49,Accessories,4,13.44,53.76,0
2024-06-21,Store_7,P_12,Outerwear,4,36.7,146.8,0
2024-06-21,Store_1,P_36,Tops,2,36.55,73.1,0
2024-06-21,Store_2,P_10,Tops,3,33.39,100.17,0
2024-06-22,Store_1,P_36,Tops,2,23.48,46.96,0
2024-06-22,Store_9,P_10,Outerwear,3,26.79,80.37,0
2024-06-22,Store_7,P_3,Outerwear,4,38.74,154.96,0
2024-06-22,Store_7,P_8,Accessories,1,7.62,7.62,0
2024-06-22,Store_8,P_14,Outerwear,3,40.33,120.99,0
2024-06-22,Store_10,P_28,Outerwear,2,50.7,101.4,0
2024-06-22,Store_9,P_32,Footwear,2,18.24,36.48,0
2024-06-22,Store_3,P_29,Accessories,1,1.9,1.9,0
2024-06-23,Store_10,P_19,Bottoms,1,38.22,38.22,0
2024-06-23,Store_9,P_49,Outerwear,3,34.8,104.4,0
2024-06-23,Store_7,P_34,Outerwear,2,24.5,49.0,0
2024-06-23,Store_4,P_22,Accessories,4,23.14,92.56,0
2024-06-23,Store_4,P_42,Bottoms,2,36.12,72.24,0
2024-06-23,Store_7,P_34,Outerwear,3,22.16,66.48,0
2024-06-23,Store_8,P_21,Tops,2,27.82,55.64,0
2024-06-23,Store_4,P_13,Tops,1,39.87,39.87,0
